headword,word,tag,line_number,filename,context,text_type,reason,oxford_context,riverside_context,oxford_reason,riverside_reason
haven,han,v%pr_pl,The Second Nun's Tale 484,data/oxford_txts/SNT_oxford.txt,"But thou mayst seyn,° thy princes han thee maked",BOTH,Present plural must end in -en or -e,"But thou mayst seyn,° thy princes han thee maked",But thou mayst seyn thy princes han thee maked,Present plural must end in -en or -e,Present plural must end in -en or -e
willen,wol,v%pr_pl,The Knight's Tale 1416,data/oxford_txts/KnT_oxford.txt,"To drugge and drawe,° what so men wol devise.°",BOTH,Present plural must end in -en or -e,"To drugge and drawe,° what so men wol devise.°",To drugge and drawe what so men wol devyse,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,be,v%pr_3,The General Prologue 501,data/oxford_txts/GP_oxford.txt,"For if a preest be foul, in whom we truste",BOTH,Present 3rd sg must end in -th,"For if a preest be foul, in whom we truste",For if a preest be foul on whom we truste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
seien,seyn,v%pr_pl,Troilus and Criseyde; Book V 369,data/oxford_txts/TC5_oxford.txt,"And leches seyn, that of complexiouns",BOTH,Present plural must end in -en or -e,"And leches seyn, that of complexiouns",And leches seyn that of complexiouns,Present plural must end in -en or -e,Present plural must end in -en or -e
gon,gon,v%inf,Troilus and Criseyde; Book II 119,data/oxford_txts/TC2_oxford.txt,"Lat maidens gon to daunce, and yonge wives.”",BOTH,Infinitive must end in -en or -e,"Lat maidens gon to daunce, and yonge wives.”",Lat maydens gon to daunce and yonge wyves,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,be,v%pr_3,Parliament of Fowls 584,data/oxford_txts/PF_oxford.txt,"“Thogh° that his lady evermore be straunge,°",BOTH,Present 3rd sg must end in -th,"“Thogh° that his lady evermore be straunge,°",Though that his lady everemore be straunge,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%inf,Troilus and Criseyde; Book IV 1425,data/oxford_txts/TC4_oxford.txt,The selve wit; but yet to lete hir go,BOTH,Infinitive must end in -en or -e,The selve wit; but yet to lete hir go,The selve wit but yet to late hire go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 94,data/oxford_txts/PhyT_oxford.txt,"Though ye han children, be it oon or mo",BOTH,Present plural must end in -en or -e,"Though ye han children, be it oon or mo",Though ye han children be it oon or mo,Present plural must end in -en or -e,Present plural must end in -en or -e
seien,seyn,v%pr_pl,The Wife of Bath's Tale 1210,data/oxford_txts/WBT_oxford.txt,"Seyn that men sholde an old wight° doon favour,°",BOTH,Present plural must end in -en or -e,"Seyn that men sholde an old wight° doon favour,°",Seyn that men sholde an oold wight doon favour,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 340,data/oxford_txts/TC3_oxford.txt,"And day is set, the chartres up to make.",BOTH,Present 3rd sg must end in -th,"And day is set, the chartres up to make.",And day is set the chartres up to make,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 3029,data/oxford_txts/KnT_oxford.txt,"This is to seyn, in youthe or elles age",BOTH,Present 3rd sg must end in -th,"This is to seyn, in youthe or elles age",This is to seyn in youthe or elles age,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,list,v%pr_3,The Wife of Bath's Prologue 153,data/oxford_txts/WBPro_oxford.txt,Whan that him list° com forth and paye his dette.,BOTH,Present 3rd sg must end in -th,Whan that him list° com forth and paye his dette.,Whan that hym list come forth and paye his dette,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Clerk's Tale 365,data/oxford_txts/ClT_oxford.txt,"“This is ynogh,° Grisilde min!” quod he.",BOTH,Present 3rd sg must end in -th,"“This is ynogh,° Grisilde min!” quod he.",This is ynogh Grisilde myn quod he,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Miller's Tale 3292,data/oxford_txts/MilT_oxford.txt,That she wol been at his comandement,BOTH,Present 3rd sg must end in -th,That she wol been at his comandement,That she wol been at his comandement,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book II 114,data/oxford_txts/TC2_oxford.txt,"Is that a widewes lif, so God you save?",BOTH,Present 3rd sg must end in -th,"Is that a widewes lif, so God you save?",Is that a widewes lif so God yow save,Present 3rd sg must end in -th,Present 3rd sg must end in -th
moten,mot,v%pr_3,Parliament of Fowls 408,data/oxford_txts/PF_oxford.txt,Mot° be the chois of everich that is here,BOTH,Present 3rd sg must end in -th,Mot° be the chois of everich that is here,Mot be the choys of everich that is heere,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shal,v%pr_pl,The Manciple's Tale 209,data/oxford_txts/MancT_oxford.txt,If men shal telle proprely° a thing,BOTH,Present plural must end in -en or -e,If men shal telle proprely° a thing,If men shal telle proprely a thyng,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,be,v%pr_3,The Clerk's Tale 718,data/oxford_txts/ClT_oxford.txt,"And, God be thanked, al fil for the beste.",BOTH,Present 3rd sg must end in -th,"And, God be thanked, al fil for the beste.",And God be thanked al fil for the beste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,goon,v%inf,Troilus and Criseyde; Book II 1601,data/oxford_txts/TC2_oxford.txt,"And seide to Deiphebus, “Wol ye goon",BOTH,Infinitive must end in -en or -e,"And seide to Deiphebus, “Wol ye goon",And seide to Deiphebus Wol ye gon,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Knight's Tale 1392,data/oxford_txts/KnT_oxford.txt,Ther is thee shapen° of thy wo an ende.”,BOTH,Present 3rd sg must end in -th,Ther is thee shapen° of thy wo an ende.”,Ther is thee shapen of thy wo an ende,Present 3rd sg must end in -th,Present 3rd sg must end in -th
listen,liste,v%pr_3,Troilus and Criseyde; Book III 1766,data/oxford_txts/TC3_oxford.txt,"That, with his bond, Love of his vertu liste",BOTH,Present 3rd sg must end in -th,"That, with his bond, Love of his vertu liste",That with his bond Love of his vertu liste,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Squire's Tale 294,data/oxford_txts/SqT_oxford.txt,The spices and the win is come anoon.,BOTH,Present 3rd sg must end in -th,The spices and the win is come anoon.,The spices and the wyn is come anoon,Present 3rd sg must end in -th,Present 3rd sg must end in -th
moten,moot,v%pr_3,Troilus and Criseyde; Book II 1371,data/oxford_txts/TC2_oxford.txt,For in good herte it moot som routhe impresse,BOTH,Present 3rd sg must end in -th,For in good herte it moot som routhe impresse,For in good herte it mot som routhe impresse,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book IV 197,data/oxford_txts/TC4_oxford.txt,"O Juvenal, Lord! trewe is thy sentence",BOTH,Present 3rd sg must end in -th,"O Juvenal, Lord! trewe is thy sentence",O Juvenal lord trewe is thy sentence,Present 3rd sg must end in -th,Present 3rd sg must end in -th
writen,writ,v%pr_3,The Monk's Tale 2326,data/oxford_txts/MkT_oxford.txt,"That writ° ynough of this, I undertake.°",BOTH,Present 3rd sg must end in -th,"That writ° ynough of this, I undertake.°",That writ ynough of this I undertake,Present 3rd sg must end in -th,Present 3rd sg must end in -th
mouen,may,v%pr_3,The Shipman's Tale 429,data/oxford_txts/ShipT_oxford.txt,Sith that the thing may nat amended be.,BOTH,Present 3rd sg must end in -th,Sith that the thing may nat amended be.,Sith that the thyng may nat amended be,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Squire's Tale 74,data/oxford_txts/SqT_oxford.txt,And for it is no fruit° but los of time;,BOTH,Present 3rd sg must end in -th,And for it is no fruit° but los of time;,And for it is no fruyt but los of tyme,Present 3rd sg must end in -th,Present 3rd sg must end in -th
sitten,sit,v%pr_3,Troilus and Criseyde; Book V 233,data/oxford_txts/TC5_oxford.txt,Who sit right now or stant in your presence?,BOTH,Present 3rd sg must end in -th,Who sit right now or stant in your presence?,Who sit right now or stant in youre presence,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%inf,The Friar's Tale 1569,data/oxford_txts/FriT_oxford.txt,Lat us go forth abouten our viage;°,BOTH,Infinitive must end in -en or -e,Lat us go forth abouten our viage;°,Lat us go forth abouten oure viage,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,that,v%pr_3,The Knight's Tale 933,data/oxford_txts/KnT_oxford.txt,"That starf° at Thebes, cursed be that day!",BOTH,Present 3rd sg must end in -th,"That starf° at Thebes, cursed be that day!",That starf at Thebes cursed be that day,Present 3rd sg must end in -th,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Second Nun's Tale 179,data/oxford_txts/SNT_oxford.txt,And whan that ye Seint Urban han biholde,BOTH,Present plural must end in -en or -e,And whan that ye Seint Urban han biholde,And whan that ye Seint Urban han biholde,Present plural must end in -en or -e,Present plural must end in -en or -e
connen,can,v%pr_3,The Monk's Tale 2046,data/oxford_txts/MkT_oxford.txt,"Thus heelp him God, as Judicum° can telle.",BOTH,Present 3rd sg must end in -th,"Thus heelp him God, as Judicum° can telle.",Thus heelp hym God as Judicum can telle,Present 3rd sg must end in -th,Present 3rd sg must end in -th
gon,go,v%inf,The Pardoner's Tale 749,data/oxford_txts/PardT_oxford.txt,I moot go thider° as I have to go.”,BOTH,Infinitive must end in -en or -e,I moot go thider° as I have to go.”,I moot go thider as I have to go,Infinitive must end in -en or -e,Infinitive must end in -en or -e
ben,is,v%pr_3,The Merchant's Tale 1311,data/oxford_txts/MerT_oxford.txt,A wif is Goddes yifte° verraily;,BOTH,Present 3rd sg must end in -th,A wif is Goddes yifte° verraily;,A wyf is Goddes yifte verraily,Present 3rd sg must end in -th,Present 3rd sg must end in -th
wenden,wente,v%pt_3,The Franklin's Tale 960,data/oxford_txts/FranT_oxford.txt,"Nathelees, it happed, er° they thennes° wente",BOTH,"Weak pt sg must end in -ed, -d, or -t","Nathelees, it happed, er° they thennes° wente",Nathelees it happed er they thennes wente,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book IV 443,data/oxford_txts/TC4_oxford.txt,To whom min herte enhabit is by right,BOTH,Present 3rd sg must end in -th,To whom min herte enhabit is by right,To whom myn herte enhabit is by right,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Canon's Yeoman's Tale 920,data/oxford_txts/CYT_oxford.txt,"Whan that our pot is broke, as I have said",BOTH,Present 3rd sg must end in -th,"Whan that our pot is broke, as I have said",Whan that oure pot is broke as I have sayd,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_pl,The Franklin's Tale 1216,data/oxford_txts/FranT_oxford.txt,"It is al redy, though ye wol right now.”",BOTH,Present plural must end in -en or -e,"It is al redy, though ye wol right now.”",It is al redy though ye wol right now,Present plural must end in -en or -e,Present plural must end in -en or -e
shulen,shul,v%pr_pl,The Nun's Priest's Tale 2950,data/oxford_txts/NPT_oxford.txt,"That shul ben for your hele,° and for your prow;°",BOTH,Present plural must end in -en or -e,"That shul ben for your hele,° and for your prow;°",That shul been for youre hele and for youre prow,Present plural must end in -en or -e,Present plural must end in -en or -e
ben,is,v%pr_3,The Pardoner's Tale 739,data/oxford_txts/PardT_oxford.txt,"¶But, sirs, to yow it is no curteisie°",BOTH,Present 3rd sg must end in -th,"¶But, sirs, to yow it is no curteisie°",But sires to yow it is no curteisye,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Prioress' Tale 668,data/oxford_txts/PrT_oxford.txt,Whan that the grein is fro thy tonge ytake;,BOTH,Present 3rd sg must end in -th,Whan that the grein is fro thy tonge ytake;,Whan that the greyn is fro thy tonge ytake,Present 3rd sg must end in -th,Present 3rd sg must end in -th
bringen,broughte,v%pt_3,Troilus and Criseyde; Book III 586,data/oxford_txts/TC3_oxford.txt,And wel avise him whom he broughte there;,BOTH,"Weak pt sg must end in -ed, -d, or -t",And wel avise him whom he broughte there;,And wel avyse hym whom he broughte there,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,The Canon's Yeoman's Tale 874,data/oxford_txts/CYT_oxford.txt,"I warn yow wel, it is to seken ever;°",BOTH,Present 3rd sg must end in -th,"I warn yow wel, it is to seken ever;°",I warne yow wel it is to seken evere,Present 3rd sg must end in -th,Present 3rd sg must end in -th
dauen,dawe,v%pr_3,The Merchant's Tale 2195,data/oxford_txts/MerT_oxford.txt,"I prey to God, that never dawe° the day",BOTH,Present 3rd sg must end in -th,"I prey to God, that never dawe° the day",I prey to God that nevere dawe the day,Present 3rd sg must end in -th,Present 3rd sg must end in -th
willen,wol,v%pr_3,The Franklin's Tale 1495,data/oxford_txts/FranT_oxford.txt,That he wol putte his wif in jupartie;°,BOTH,Present 3rd sg must end in -th,That he wol putte his wif in jupartie;°,That he wol putte his wyf in jupartie,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 2701,data/oxford_txts/KnT_oxford.txt,Is comen hoom to Athenes his citee,BOTH,Present 3rd sg must end in -th,Is comen hoom to Athenes his citee,Is comen hoom to Atthenes his citee,Present 3rd sg must end in -th,Present 3rd sg must end in -th
shulen,shul,v%pr_pl,The Canon's Yeoman's Tale 1399,data/oxford_txts/CYT_oxford.txt,But to hir purpos° shul they nevere atteine.,BOTH,Present plural must end in -en or -e,But to hir purpos° shul they nevere atteine.,But to hir purpos shul they nevere atteyne,Present plural must end in -en or -e,Present plural must end in -en or -e
sounen,souned,v%pt_pl,The Monk's Tale 2158,data/oxford_txts/MkT_oxford.txt,That° wiste° to what fin° his dremes souned.°,BOTH,Past plural must end in -en or -e,That° wiste° to what fin° his dremes souned.°,That wiste to what fyn his dremes sowned,Past plural must end in -en or -e,Past plural must end in -en or -e
cacchen,caughte,v%pt_3,Troilus and Criseyde; Book II 448,data/oxford_txts/TC2_oxford.txt,Til she again him by the lappe caughte.,BOTH,"Weak pt sg must end in -ed, -d, or -t",Til she again him by the lappe caughte.,Tyl she agayn hym by the lappe kaughte,"Weak pt sg must end in -ed, -d, or -t","Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book IV 635,data/oxford_txts/TC4_oxford.txt,"That, for no cas, it is not min entente",BOTH,Present 3rd sg must end in -th,"That, for no cas, it is not min entente",That for no cas it is nat myn entente,Present 3rd sg must end in -th,Present 3rd sg must end in -th
ben,is,v%pr_3,The Knight's Tale 2777,data/oxford_txts/KnT_oxford.txt,What is this world? what asketh men to have?,BOTH,Present 3rd sg must end in -th,What is this world? what asketh men to have?,What is this world What asketh men to have,Present 3rd sg must end in -th,Present 3rd sg must end in -th
durren,dar,v%pr_3,The Second Nun's Tale 312,data/oxford_txts/SNT_oxford.txt,And dar° nat ones putte forth his heed?,BOTH,Present 3rd sg must end in -th,And dar° nat ones putte forth his heed?,And dar nat ones putte forth his heed,Present 3rd sg must end in -th,Present 3rd sg must end in -th
