TYPE,headword,word,tag,oxford_count,riverside_count,oxford_files,riverside_files,oxford_contexts,riverside_contexts
RIVERSIDE,understonden,undirstonde,v%pr_1,0,1,,data/riverside_cats/TC1_riv.cat,,Troilus and Criseyde; Book I 1007: And strengest feythed ben I undirstonde
OXFORD,undertaken,undertak,v%inf,1,0,data/oxford_txts/SqT_oxford.txt,,The Squire's Tale 36: I dar nat undertak so heigh a thing.,
OXFORD,undertaken,undertak,v%pr_1,1,0,data/oxford_txts/MilT_oxford.txt,,"The Miller's Tale 3532: I undertak, withouten mast and seil,°",
RIVERSIDE,unfolden,onfolde,v%inf,0,1,,data/riverside_cats/TC2_riv.cat,,Troilus and Criseyde; Book II 1702: Deiphebus gan this lettre for t onfolde
OXFORD,unfolden,unfolde,v%inf,1,0,data/oxford_txts/TC2_oxford.txt,,Troilus and Criseyde; Book II 1702: Deiphebus gan this lettre to unfolde,
BOTH,unnesten,unneste,v%imp,1,1,data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book IV 305: O soule, lurkinge in this wo, unneste",Troilus and Criseyde; Book IV 305: O soule lurkynge in this wo unneste
BOTH,unshitten,unshette,v%pr_3,1,1,data/oxford_txts/MerT_oxford.txt,data/riverside_cats/MerT_riv.cat,"The Merchant's Tale 2047: With which, whan that him leste, he it unshette.°",The Merchant's Tale 2047: With which whan that hym leste he it unshette
OXFORD,upbreiden,upbreide,v%inf,1,0,data/oxford_txts/TC5_oxford.txt,,"Troilus and Criseyde; Book V 1710: Me blamed hast, and wont art ofte upbreide",
OXFORD,upbreiden,upbreide,v%pr_3,1,0,data/oxford_txts/Anelida_oxford.txt,,Anelida and Arcite 118: Lest he of any untrouthe° hir upbreide;°,
RIVERSIDE,upbreiden,upbreyde,v%inf,0,1,,data/riverside_cats/TC5_riv.cat,,Troilus and Criseyde; Book V 1710: Me blamed hast and wont art oft upbreyde
RIVERSIDE,upbreiden,upbreyde,v%pr_3,0,1,,data/riverside_cats/Anelida_riv.cat,,Anelida and Arcite 118: Lest he of any untrouthe her upbreyde
BOTH,usen,used,v%pt_pl,3,3,data/oxford_txts/HF_oxford.txt; data/oxford_txts/PrT_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/HF_riv.cat,100-ch 1830: In habit° swich as women used tho° | The Prioress' Tale 499: Swich maner doctrine as men used there | House of Fame 1247: And al that used clarion,100-ch 1830: In habit swich as women used tho | The Prioress' Tale 499: Swich manere doctrine as men used there | House of Fame 1247: And alle that used clarion
OXFORD,vanishen,vanish,v%pr_1,1,0,data/oxford_txts/PardT_oxford.txt,,"The Pardoner's Tale 732: Lo, how I vanish, flesh, and blood, and skin!",
BOTH,visiten,visite,v%inf,6,7,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/KnT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/TC3_oxford.txt,data/riverside_cats/MerT_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book III 62: See, who is here yow comen to visite; | The Merchant's Tale 1925: And telleth him that I wol him visite | The Merchant's Tale 2002: To visite this Damian goth May",Troilus and Criseyde; Book III 62: Se who is here yow comen to visite | The Merchant's Tale 1914: I wol myself visite hym and eek May | The Merchant's Tale 1925: And telleth hym that I wol hym visite
OXFORD,voiden,voide,v%pr_1,1,0,data/oxford_txts/Anelida_oxford.txt,,"Anelida and Arcite 295:     I voide companie, I flee gladnesse;",
RIVERSIDE,voiden,voyde,v%imp,0,1,,data/riverside_cats/CYT_riv.cat,,The Canon's Yeoman's Tale 1136: Voyde youre man and lat hym be theroute
RIVERSIDE,voiden,voyde,v%pr_1,0,1,,data/riverside_cats/Anelida_riv.cat,,Anelida and Arcite 295: I voyde companye I fle gladnesse
RIVERSIDE,vouchen,vouche,v%pr_2,0,1,,data/riverside_cats/ClT_riv.cat,,The Clerk's Tale 306: If that thou vouche sauf what so bityde
BOTH,vouchen,vouche,v%pr_3,1,2,data/oxford_txts/TC2_oxford.txt,data/riverside_cats/TC2_riv.cat; data/riverside_cats/FranT_riv.cat,Troilus and Criseyde; Book II 1691: “If that she vouche sauf for to do so.”,Troilus and Criseyde; Book II 1691: If that she vouche sauf for to do so | The Franklin's Tale 1071: And but she vouche sauf in swich manere
BOTH,vouchen_sauf,vouchesauf,v%inf,5,2,data/oxford_txts/MerT_oxford.txt; data/oxford_txts/MLT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC5_riv.cat,"100-ch 2273: To vouchesauf° that, for a month or tweye,° | The Merchant's Tale 2341: “But wold ye vouchesauf,° for Goddes sake | 814: That he wold vouchesauf for to do so",100-ch 2273: To vouchesauf that for a month or tweye | Troilus and Criseyde; Book V 1341: Wol vouchesauf this lettre to byholde
BOTH,vouchen_sauf,vouchesauf,v%pr_pl,5,4,data/oxford_txts/FranT_oxford.txt; data/oxford_txts/CYT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/CYT_riv.cat,"100-ch 2038: If that ye vouchesauf° that, in this place | 100-ch 2071: But if° ye vouchesauf° to yive° it me | The Canon's Yeoman's Tale 1246: But, and ye vouchesauf° to techen me",100-ch 2038: If that ye vouchesauf that in this place | 100-ch 2071: But if ye vouchesauf to yeve it me | The Canon's Yeoman's Tale 1246: But and ye vouchesauf to techen me
BOTH,waden,wade,v%inf,2,2,data/oxford_txts/TC2_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/TC2_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"Troilus and Criseyde; Book II 150: Of this and that they pleide, and gunnen wade | The Monk's Tale 2494: Allas! to depe wol the venim wade!°",Troilus and Criseyde; Book II 150: Of this and that they pleide and gonnen wade | The Monk's Tale 2494: Allas to depe wol the venym wade
OXFORD,waiten,waite,v%inf,1,0,data/oxford_txts/MLT_oxford.txt,,"The Man of Law's Tale 467: After her deeth ful often may she waite,°",
OXFORD,waiten,waite,v%pr_pl,1,0,data/oxford_txts/MilT_oxford.txt,,"The Miller's Tale 3295: That but° ye waite wel° and been privee,°",
RIVERSIDE,waiten,wayte,v%imp,0,1,,data/riverside_cats/WBPro_riv.cat,,The Wife of Bath's Prologue 517: Wayte what thyng we may nat lightly have
RIVERSIDE,waiten,wayte,v%inf,0,1,,data/riverside_cats/MLT_riv.cat,,The Man of Law's Tale 467: After hir deeth ful often may she wayte
RIVERSIDE,waiten,wayte,v%pr_pl,0,1,,data/riverside_cats/MilT_riv.cat,,The Miller's Tale 3295: That but ye wayte wel and been privee
BOTH,waken,waked,v%ppl,2,2,data/oxford_txts/BD_oxford.txt,data/riverside_cats/BD_riv.cat,"Book of the Duchess 294: And loked forth, for I was waked | Book of the Duchess 977: For wherso men had pleid or waked",Book of the Duchess 294: And loked forth for I was waked | Book of the Duchess 977: For wherso men had pleyd or waked
BOTH,walken,walke,v%imp,2,2,data/oxford_txts/SumT_oxford.txt; data/oxford_txts/HF_oxford.txt,data/riverside_cats/SumT_riv.cat; data/riverside_cats/HF_riv.cat,"The Summoner's Tale 2087: Ne with no wood° man walke by the weye | House of Fame 1051: And seide, “Walke forth a pace",The Summoner's Tale 2087: Ne with no wood man walke by the weye | House of Fame 1051: And seyde Walke forth a pas
BOTH,walken,walke,v%pr_2,1,1,data/oxford_txts/MLT_oxford.txt,data/riverside_cats/MLT_riv.cat,"The Man of Law's Tale 784: Though thou heer walke, thy spirit is in helle!",The Man of Law's Tale 784: Thogh thou heere walke thy spirit is in helle
BOTH,walken,walked,v%ppl,2,2,data/oxford_txts/BD_oxford.txt; data/oxford_txts/LGW_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/BD_riv.cat,"100-ch 978: “Saw ye,”° quod she, “as ye han walked wide,° | Book of the Duchess 387: ¶I was go walked° fro my tre",100-ch 978: Saw ye quod she as ye han walked wyde | Book of the Duchess 387: I was go walked fro my tree
BOTH,walken,walked,v%pt_pl,1,1,data/oxford_txts/WBPro_oxford.txt,data/riverside_cats/WBPro_riv.cat,"The Wife of Bath's Prologue 564: I sey, that in the feeldes walked we",The Wife of Bath's Prologue 564: I seye that in the feeldes walked we
BOTH,wanten,wante,v%inf,1,1,data/oxford_txts/LGW_FPro_oxford.txt,data/riverside_cats/LGW_FPro_riv.cat,"The Legend of Good Women; Prologue F 361: Whoso that goth,° algate° she wol nat wante.°",The Legend of Good Women; Prologue F 361: Whoso that gooth algate she wol nat wante
BOTH,wanten,wante,v%pr_1,1,1,data/oxford_txts/PF_oxford.txt,data/riverside_cats/PF_riv.cat,"Parliament of Fowls 287: And many a maide, of which the name I wante;°",Parliament of Fowls 287: And many a mayde of which the name I wante
BOTH,waren,ware,v%imp,2,2,data/oxford_txts/NPT_oxford.txt; data/oxford_txts/PardT_oxford.txt,data/riverside_cats/PardT_riv.cat; data/riverside_cats/NPT_riv.cat,The Pardoner's Tale 905: And ware yow fro° the sinne of avarice. | The Nun's Priest's Tale 2956: Ware° the sonne in his ascencioun°,The Pardoner's Tale 905: And ware yow fro the synne of avarice | The Nun's Priest's Tale 2956: Ware the sonne in his ascencioun
OXFORD,warnen,warn,v%pr_1,3,0,data/oxford_txts/CYT_oxford.txt; data/oxford_txts/MerT_oxford.txt,,"The Canon's Yeoman's Tale 874: I warn yow wel, it is to seken ever;° | The Canon's Yeoman's Tale 1355: I warn yow wel; for, save° I and a frere | The Merchant's Tale 1530: I warn yow wel it is no childes pley",
BOTH,warnen,warne,v%pr_2,1,1,data/oxford_txts/HF_oxford.txt,data/riverside_cats/HF_riv.cat,House of Fame 893: Loke that thou warne° me,House of Fame 893: Looke that thou warne me
BOTH,wasten,waste,v%inf,1,1,data/oxford_txts/PF_oxford.txt,data/riverside_cats/PF_riv.cat,"Parliament of Fowls 283: Of maidens, suche as gunne hir times waste",Parliament of Fowls 283: Of maydenes swiche as gonne here tymes waste
OXFORD,wedden,wed,v%inf,1,0,data/oxford_txts/WBPro_oxford.txt,,The Wife of Bath's Prologue 168: Yet hadde I lever° wed no wif toyere!”°,
BOTH,wedden,wedde,v%inf,10,11,data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/MilT_oxford.txt,data/riverside_cats/ClT_riv.cat; data/riverside_cats/MilT_riv.cat; data/riverside_cats/WBPro_riv.cat; data/riverside_cats/WBT_riv.cat,"The Wife of Bath's Tale 1071: Constreined was, he nedes moste hir wedde; | The Wife of Bath's Prologue 48: Som Cristen man shal wedde me anon; | The Wife of Bath's Prologue 85: To wedde me, if that my make° die",The Wife of Bath's Tale 1071: Constreyned was he nedes moste hire wedde | The Wife of Bath's Prologue 48: Som Cristen man shal wedde me anon | The Wife of Bath's Prologue 85: To wedde me if that my make dye
BOTH,wedden,wedde,v%ppl,1,1,data/oxford_txts/WBT_oxford.txt,data/riverside_cats/WBT_riv.cat,The Wife of Bath's Tale 928: And ofte time to be widwe° and wedde.,The Wife of Bath's Tale 928: And oftetyme to be wydwe and wedde
BOTH,wedden,wedde,v%pr_pl,1,1,data/oxford_txts/WBT_oxford.txt,data/riverside_cats/WBT_riv.cat,The Wife of Bath's Tale 1260: And grace t’overbide° hem that we wedde.,The Wife of Bath's Tale 1260: And grace t overbyde hem that we wedde
RIVERSIDE,welden,weelde,v%inf,0,1,,data/riverside_cats/MkT_riverside_reordered.cat,,The Monk's Tale 2262: And in hir armes weelde hem at hir wille
BOTH,welden,welde,v%inf,2,1,data/oxford_txts/WBPro_oxford.txt; data/oxford_txts/MkT_oxford.txt,data/riverside_cats/WBPro_riv.cat,"The Wife of Bath's Prologue 271: And seyst, it is an hard° thing for to welde° | The Monk's Tale 2262: And in hir armes welde° hem at hir wille.",The Wife of Bath's Prologue 271: And seyst it is an hard thyng for to welde
OXFORD,wenden,chambre,v%pt_3,1,0,data/oxford_txts/HF_oxford.txt,,House of Fame 366: She in hir chambre wente anoon,
BOTH,wenden,wende,v%inf,32,33,data/oxford_txts/TC5_oxford.txt; data/oxford_txts/Anelida_oxford.txt; data/oxford_txts/PF_oxford.txt; data/oxford_txts/MLT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/WBT_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ShipT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/FriT_oxford.txt; data/oxford_txts/PrT_oxford.txt,data/riverside_cats/FriT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/WBT_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/MLT_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/PrT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/Anelida_riv.cat; data/riverside_cats/ShipT_riv.cat,"The Shipman's Tale 121: Wherfore° I thinke out of this land to wende,° | The Wife of Bath's Tale 915: And at the laste, he chees° him for to wende,° | 100-ch 2266: Or elles,° but she moste to her wende,°",The Shipman's Tale 121: Wherfore I thynke out of this land to wende | The Wife of Bath's Tale 915: And at the laste he chees hym for to wende | 100-ch 2266: Or elles but she moste to hire wende
BOTH,wenden,wende,v%pr_1,4,4,data/oxford_txts/TC2_oxford.txt; data/oxford_txts/CYT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/ClT_riv.cat; data/riverside_cats/CYT_riv.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/TC4_riv.cat,"Troilus and Criseyde; Book II 220: Quod Pandarus, “now is it time I wende; | The Canon's Yeoman's Tale 970: That shul ye knowe, er that I fro yow wende,° | Troilus and Criseyde; Book IV 860: Wol he have pleinte or teres, er I wende?",Troilus and Criseyde; Book II 220: Quod Pandarus Now tyme is that I wende | The Canon's Yeoman's Tale 970: That shul ye knowe er that I fro yow wende | Troilus and Criseyde; Book IV 860: Wol he han pleynte or teris er I wende
BOTH,wenden,wende,v%pr_2,3,3,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/TC4_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/TC3_riv.cat,"Troilus and Criseyde; Book III 391: Right as thy sclave, whiderso thou wende | Troilus and Criseyde; Book IV 646: And wash thy face, and to the king thou wende | The Nun's Priest's Tale 3081: And seide him thus, ‘If thou tomorwe wende,°",Troilus and Criseyde; Book III 391: Right as thi sclave whider so thow wende | Troilus and Criseyde; Book IV 646: And wassh thi face and to the kyng thow wende | The Nun's Priest's Tale 3081: And seyde hym thus If thou tomorwe wende
BOTH,wenden,wende,v%pr_3,1,1,data/oxford_txts/PF_oxford.txt,data/riverside_cats/PF_riv.cat,"Parliament of Fowls 440: To serven hir, how fer so that she wende;°",Parliament of Fowls 440: To serven hire how fer so that she wende
BOTH,wenden,wende,v%pr_pl,12,12,data/oxford_txts/PardT_oxford.txt; oxford_txts/GP.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/SqT_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC3_oxford.txt; data/oxford_txts/TC5_oxford.txt; data/oxford_txts/PF_oxford.txt,data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/SqT_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/TC5_riv.cat; riverside_cats/01-1-ch.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/PardT_riv.cat,"100-ch 2621: The frendes taken leve, and hoom they wende.° | The Squire's Tale 296: Unto the temple, as reson was,° they wende. | Troilus and Criseyde; Book III 119: Or slee us bothe at ones, er that ye wende.”",100-ch 2621: The frendes taken leve and hom they wende | The Squire's Tale 296: Unto the temple as reson was they wende | Troilus and Criseyde; Book III 119: Or sle us both at ones er ye wende
BOTH,wenden,went,v%pt_pl,1,1,data/oxford_txts/PF_oxford.txt,data/riverside_cats/TC2_riv.cat,"Parliament of Fowls 235: In kirtels,° al disshevele,° went they there—",Troilus and Criseyde; Book II 910: That she and alle hire folk in went yfeere
BOTH,wenden,wente,v%pt_pl,15,14,data/oxford_txts/RvT_oxford.txt; data/oxford_txts/TC2_oxford.txt; data/oxford_txts/KnT_oxford.txt; data/oxford_txts/TC4_oxford.txt; data/oxford_txts/LGW_oxford.txt; data/oxford_txts/FranT_oxford.txt; data/oxford_txts/SumT_oxford.txt; data/oxford_txts/NPT_oxford.txt; data/oxford_txts/HF_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/TC5_oxford.txt,data/riverside_cats/RvT_riv.cat; data/riverside_cats/LGW_riverside_reordered.cat; data/riverside_cats/TC2_riv.cat; data/riverside_cats/ClT_riv.cat; data/riverside_cats/FranT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC5_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/SumT_riv.cat; data/riverside_cats/NPT_riv.cat; data/riverside_cats/KnT_riv.cat; data/riverside_cats/PF_riv.cat; data/riverside_cats/TC4_riv.cat,"100-ch 1241: With mirth out as they comen,° hoom° they wente. | 100-ch 2505: Sin° thilke° day ye wente fro this place | Troilus and Criseyde; Book II 910: That she and al hir folk in wente yfere.",100-ch 1241: With myrthe out as they comen hom they wente | 100-ch 2505: Syn thilke day ye wente from this place | Troilus and Criseyde; Book II 1666: Withouten more to Troilus in they wente
OXFORD,wenen,so,v%pt_pl,1,0,data/oxford_txts/BD_oxford.txt,,Book of the Duchess 867: Have mercy; fooles wenden so;,
RIVERSIDE,wenen,soo,v%pt_pl,0,1,,data/riverside_cats/BD_riv.cat,,Book of the Duchess 867: Have mercy fooles wenden soo
OXFORD,wenen,wend,v%pt_pl,1,0,data/oxford_txts/HF_oxford.txt,,House of Fame 1796: And that men wend° that bele Isaude°,
BOTH,wenen,wende,v%pt_pl,5,6,data/oxford_txts/TC3_oxford.txt; data/oxford_txts/ClT_oxford.txt; data/oxford_txts/TC1_oxford.txt; data/oxford_txts/TC4_oxford.txt,data/riverside_cats/ClT_riv.cat; data/riverside_cats/HF_riv.cat; data/riverside_cats/TC1_riv.cat; data/riverside_cats/TC3_riv.cat; data/riverside_cats/TC4_riv.cat; data/riverside_cats/MkT_riverside_reordered.cat,"Troilus and Criseyde; Book III 1340: That ech from other wende been biraft | Troilus and Criseyde; Book III 1686: And bothe, ywis, they hadde, and so they wende | Troilus and Criseyde; Book IV 705: Of other passioun than that they wende",Troilus and Criseyde; Book III 1686: And bothe ywys they hadde and so they wende | Troilus and Criseyde; Book IV 705: Of other passioun than that they wende | The Clerk's Tale 440: That she from hevene sent was as men wende
